name,lat,lon,category,price_tier,popularity,photo_url,tag_name,tag_tourism,tag_brand,tag_brand:wikidata,tag_shop,tag_amenity,tag_brand:pa,tag_brand:ur,tag_brand:wikipedia,tag_brand:wikipedia:pa,tag_brand:wikipedia:ur,tag_cuisine,tag_name:pa,tag_name:ur,tag_takeaway,tag_address,tag_bar,tag_ramp,tag_addr:city,tag_addr:street,tag_name:mr,tag_addr:district,tag_addr:postcode,tag_air_conditioning,tag_cinema:3D,tag_deaf:description:en,tag_description,tag_drive_in,tag_lift_gate:type,tag_open_air,tag_opening_hours,tag_operator,tag_payment:cash,tag_payment:credit_cards,tag_payment:debit_cards,tag_payment:online_payment,tag_payment:online_wallet,tag_screen,tag_website,tag_wheelchair,tag_wikimedia_commons,tag_delivery,tag_outdoor_seating,tag_source,tag_addr:country,tag_addr:state,tag_internet_access,tag_microbrewery,tag_phone,tag_smoking,tag_atm,tag_addr:housenumber,tag_internet_access:fee,tag_official_name,tag_official_name:pa,tag_official_name:ur,tag_diet:non-vegetarian,tag_diet:vegetarian,tag_place,tag_wikidata,tag_wikipedia,tag_email,tag_ele,tag_payment:app,tag_alt_name,tag_natural,tag_addr:floor,tag_check_date,tag_level,tag_name:en,tag_wifi,tag_drive_through,tag_addr:housename,tag_alt_name:es,tag_alt_name:mr,tag_alt_name:ur,tag_leisure,tag_name:ar,tag_name:azb,tag_name:be,tag_name:el,tag_name:es,tag_name:fa,tag_name:hi,tag_name:hy,tag_name:ja,tag_name:kn,tag_name:ks,tag_name:ml,tag_name:pnb,tag_name:ps,tag_name:ru,tag_name:sr,tag_name:uk,tag_population,tag_brand:ks,tag_contact:facebook,tag_addr:place,tag_check_date:opening_hours,tag_organic,tag_food,tag_castle_type,tag_historic,tag_diet:gluten_free,tag_diet:halal,tag_diet:kosher,tag_diet:vegan,tag_alt_name:en,tag_alt_name:hi,tag_alt_name:pa,tag_alt_name:pnb,tag_brand:en,tag_brand:hi,tag_brand:pnb,tag_museum,tag_operator:type,tag_branch,tag_addr:suburb,tag_diet:lacto_vegetarian,tag_capacity,tag_contact:phone,tag_contact:website,tag_diet:ovo_vegetarian,tag_fixme,tag_rooms,tag_phone_1,tag_name:gu,tag_indoor:level,tag_website:menu,tag_toilets,tag_addr:unit,tag_delivery:partner,tag_contact:instagram,tag_payment:upi,tag_brand:short,tag_payment:online_booking,tag_addr:full,tag_note,tag_payment:american_express,tag_self_service,tag_payment:google_pay,tag_payment:upi_qr,tag_reservation,tag_contact:email,tag_contact:twitter,tag_contact:youtube,tag_dog,tag_diet:chicken,tag_brewery,tag_addr:source,tag_payment:mastercard,tag_payment:visa,tag_start_date,tag_payment:paytm,tag_payment:electronic_purses,tag_access,tag_fee,tag_garden:type,tag_timing,tag_short_name,tag_short_name:ur,tag_covered,tag_diet:meat,tag_opening_hours:covid19,tag_construction,tag_name:etymology:wikidata,tag_internet_access:ssid,tag_payment:coins,tag_theatre:type,tag_currency:rupee,tag_diet:organic,tag_diet:lactose_free,tag_diet:pescetarian,tag_min_age,tag_addr:neighbourhood,tag_building,tag_indoor_seating,tag_addr:building,tag_currency:INR,tag_payment:net_banking,tag_payment:notes,tag_payment:rupay,tag_payment:contactless,tag_survey:date,tag_addr:locality,tag_highchair,tag_diet:seafood,tag_office,tag_payment:cards,tag_payment:apple_pay,tag_payment:pay_later,tag_full_name,tag_full_name:en,tag_not:brand:wikidata,tag_changing_table,tag_payment:maestro,tag_contact:linkedin,tag_contact:pinterest,tag_fast_food,tag_lgbtq,tag_becknified,tag_providerId,tag_outdoor,tag_wheelchair:ramp,tag_diet:fish,tag_diet:local,tag_established,tag_diet:sugar_free,tag_toilets:access,tag_diet:alcohol_free,tag_toilets:wheelchair,tag_mobile,tag_payment:qr_code,tag_entrance,tag_image,tag_loc_name,tag_fax,tag_layer,tag_area,tag_water,tag_building:levels,tag_height,tag_name:etymology:wikipedia,tag_designation,tag_addr:province,tag_landuse,tag_proposed,tag_barrier,tag_payment:mobikwik,tag_payment:phonepe,tag_surface,tag_building:material,tag_roof:levels,tag_roof:shape,tag_reg_name,tag_payment:mobile_wallet,tag_addr:county,tag_building:material:concrete,tag_nohousenumber,tag_diet:plant-based,tag_stroller,tag_diet:fruitarian,tag_diet:raw,tag_leaf_cycle,tag_leaf_type,tag_stars,tag_postal_code,tag_charge,tag_waterway,tag_location,tag_lit,tag_highway,tag_diet:omnivore,tag_addr:neighborhood,tag_building:levels:underground,tag_type,amenity,cuisine,short_name,name_length,popular_flag,category_filled,category_enc,amenity_topk,amen_Unknown,amen_bar,amen_cafe,amen_cinema,amen_fast_food,amen_food_court,amen_pub,amen_restaurant,amen_theatre
Mix@36,18.5397983,73.9060086,bar,2,0.5,,Mix@36,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,Unknown,Mix36,6,1,bar,1,bar,False,True,False,False,False,False,False,False,False
Aroma's,18.5387882,73.9052035,cafe,2,0.5,,Aroma's,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Aroma's,7,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Renault Fatimanagar,18.5060978,73.9014122,mall,2,0.4,,Renault Fatimanagar,,Renault,,mall,,,,,,,,,,,,,,Pune,Solapur Road,,,,,,,,,,,Mo-Su 09:00-21:00,Renault,,,,,,,,,,,,,IN,Maharashtra,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Renault Fatimanagar,19,0,mall,8,Unknown,True,False,False,False,False,False,False,False,False
Haka,18.5062169,73.9013284,restaurant,2,0.5,,Haka,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Haka,4,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Cafe Coffee Day,18.5395824,73.8870419,cafe,2,0.5,,Cafe Coffee Day,,Cafe Coffee Day,Q5017235,,cafe,,,,,,coffee_shop,,,yes,,,,,,कॅफे कॉफी डे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,coffee_shop,Cafe Coffee Day,15,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
McDonald's,18.5191906,73.877407,fast_food,2,0.4,,McDonald's,,McDonald's,Q38076,,fast_food,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,en:McDonald's,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,burger,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,burger,McDonald's,10,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Thousand Oaks,18.5104212,73.8799164,restaurant,2,0.5,,Thousand Oaks,,,,,restaurant,,,,,,,,,yes,,,,Pune,East Street,,,411001,,,,,,,,,,,,,,,,1000oaksindia.com,,,,no,,IN,Maharashtra,no,,+91 20 26343194,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Thousand Oaks,13,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
11 East Street Cafe,18.5199422,73.8804464,restaurant,2,0.5,,11 East Street Cafe,,,,,restaurant,,,,,,,,,yes,,,,Pune,East Street,,,411001,,,,,,,,,,,,,,,,,,,,yes,,IN,Maharashtra,no,,+91 20 41045500,yes,,Virwani Plaza 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,11 East Street Cafe,19,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Kareem's,18.5140857,73.8796502,restaurant,2,0.5,,Kareem's,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Kareem's,8,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Victory Cinema,18.5145465,73.8794763,cinema,2,0.4,,Victory Cinema,,,,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinema,Unknown,Victory Cinema,14,0,cinema,3,cinema,False,False,False,True,False,False,False,False,False
Marz-O-Rin,18.5165106,73.8790851,cafe,2,0.5,,Marz-O-Rin,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Marz-O-Rin,10,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
West End,18.5185312,73.8779625,cinema,2,0.4,,West End,,,,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinema,Unknown,West End,8,0,cinema,3,cinema,False,False,False,True,False,False,False,False,False
Kwality,18.5150767,73.8799074,restaurant,2,0.5,,Kwality,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Kwality,7,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Sheetal Arch,18.5124763,73.880839,restaurant,2,0.5,,Sheetal Arch,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Sheetal Arch,12,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Sigree,18.5395737,73.8750368,restaurant,2,0.5,,Sigree,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Sigree,6,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Inox,18.5268449,73.8778583,cinema,2,0.4,,Inox,,,,,cinema,,,,,,,,,,,,,,,आयनॉक्स,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinema,Unknown,Inox,4,0,cinema,3,cinema,False,False,False,True,False,False,False,False,False
Flags,18.5272989,73.877989,restaurant,2,0.5,,Flags,,,,,restaurant,,,,,,,,,,,,,,,फ्लॅग्ज,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Flags,5,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Coffee House,18.5187719,73.8772441,cafe,2,0.5,,Coffee House,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Coffee House,12,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Ram Krishna,18.5191213,73.8785611,restaurant,2,0.5,,Ram Krishna,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Ram Krishna,11,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Starbucks,18.5392674,73.8866937,cafe,2,0.5,,Starbucks,,Starbucks,Q37158,,cafe,ਸਟਾਰਬਕਸ,اسٹاربکس,en:Starbucks,,,coffee_shop,ਸਟਾਰਬਕਸ,اسٹاربکس,yes,,,,Pune,North Main Road,,,411001,,,,,,,,,,,,,,,,,no,,,yes,,,,no,,,separated,,,no,Starbucks Coffee,ਸਟਾਰਬਕਸ ਕੌਫੀ,اسٹاربکس کافی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,coffee_shop,Starbucks,9,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Trinco,18.5265172,73.8872945,restaurant,2,0.5,,Trinco,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Trinco,6,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Cafe Code Red,18.5262952,73.8871613,cafe,2,0.5,,Cafe Code Red,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Cafe Code Red,13,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Prego,18.5393141,73.9061183,restaurant,2,0.5,,Prego,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Prego,5,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Kangan,18.5399703,73.9061077,restaurant,2,0.5,,Kangan,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Kangan,6,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Rajwada,18.5494,73.8042565,restaurant,2,0.5,,Rajwada,,,,,restaurant,,,,,,indian,,,,,,,,,राजवाडा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian,Rajwada,7,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Up and Above,18.5064267,73.7839701,restaurant,2,0.5,,Up and Above,,,,,restaurant,,,,,,,,,,,,,,,अप अँड अबाव,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Up and Above,12,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Chitale,18.5575921,73.8055225,supermarket,2,0.4,,Chitale,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,Chitale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Chitale,7,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
Grubshup,18.5108517,73.8298928,cafe,2,0.5,,Grubshup,,,,,cafe,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,indian,Grubshup,8,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Kalyan Bhel,18.5118996,73.8302361,fast_food,2,0.4,,Kalyan Bhel,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,Unknown,Kalyan Bhel,11,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
McDonald's,18.5269924,73.8779918,fast_food,2,0.4,,McDonald's,,McDonald's,Q38076,,fast_food,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,en:McDonald's,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,burger,ਮੈਕਡੋਨਲਡ’ਜ਼,مکڈونلڈز,yes,,,,,,मॅकडॉनल्ड्स,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,burger,McDonald's,10,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Blue Nile,18.5217526,73.8774667,restaurant,2,0.5,,Blue Nile,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Blue Nile,9,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
George,18.5173226,73.8794126,restaurant,2,0.5,,George,,,,,restaurant,,,,,,,,,,,,,,,जॉर्ज,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,George,6,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
